hash,Suspicious_Scheduled_Task_Creation_Via_Masqueraded_XML_File,accesses_public_folder,accesses_recyclebin,anomalous_deletefile,antianalysis_tls_section,antiav_avast_libs,antiav_bullguard_libs,antiav_detectfile,antidebug_devices,antidebug_guardpages,antidebug_ntsetinformationthread,antidebug_setunhandledexceptionfilter,antidebug_windows,antisandbox_mouse_hook,antisandbox_restart,antisandbox_sboxie_libs,antisandbox_sleep,antisandbox_sunbelt_libs,antisandbox_suspend,antisandbox_unhook,antivm_checks_available_memory,antivm_display,antivm_generic_bios,antivm_generic_disk,antivm_generic_diskreg,antivm_generic_system,antivm_network_adapters,antivm_vbox_devices,antivm_vbox_keys,antivm_vmware_keys,api_spamming,asyncrat_mutex,bcdedit_command,binary_yara,clears_logs,cmdline_http_link,cmdline_long_string,cmdline_obfuscation,cmdline_process_discovery,cmdline_terminate,contains_pe_overlay,creates_suspended_process,createtoolhelp32snapshot_module_enumeration,credential_access_via_windows_credential_history,cryptopool_domains,dead_connect,deletes_executed_files,deletes_self,deletes_shadow_copies,detect_virtualization_via_recent_files,dll_load_uncommon_file_types,dotnet_code_compile,dotnet_csc_build,dropper,dynamic_function_loading,encrypt_pcinfo,encrypted_ioc,enumerates_physical_drives,enumerates_running_processes,explorer_http,generates_crypto_key,http_request,infostealer_bitcoin,infostealer_browser,infostealer_cookies,infostealer_ftp,infostealer_im,infostealer_keylog,infostealer_mail,injection_createremotethread,injection_runpe,injection_rwx,injection_write_exe_process,injection_write_process,ipc_namedpipe,language_check_registry,legitimate_domain_abuse,long_commandline,masquerade_process_name,mass_data_encryption,modify_desktop_wallpaper,modify_hostfile,modify_uac_prompt,mouse_movement_detect,multiple_useragents,neshta_files,neshta_mutexes,network_anomaly,network_bind,network_cnc_https_pastesite,network_cnc_https_socialmedia,network_dns_tunneling_request,network_fake_useragent,packer_entropy,packer_mpress,packer_themida,packer_unknown_pe_section_name,packer_vmprotect,pe_compile_timestomping,persistence_ads,persistence_autorun,persistence_autorun_tasks,physical_drive_access,polymorphic,potential_protocol_tunneling_via_legit_utilities,powershell_command_suspicious,powershell_renamed,process_creation_suspicious_location,process_interest,process_needed,procmem_yara,queries_computer_name,queries_keyboard_layout,queries_locale_api,queries_user_name,ransomware_extensions_known,ransomware_file_modifications,ransomware_files,reads_memory_remote_process,reads_password_database,reads_self,recon_beacon,recon_fingerprint,recon_systeminfo,registry_credential_store_access,removes_zoneid_ads,resumethread_remote_process,script_created_process,script_network_activity,script_tool_executed,spoofs_procname,spooler_svc_start,spreading_autoruninf,static_pe_anomaly,static_pe_pdbpath,stealth_file,stealth_timeout,stealth_window,suspicious_command_tools,suspicious_communication_trusted_site,suspicious_iocontrol_codes,suspicious_ping_use,terminates_remote_process,uiautomationcore_load,uses_remote_desktop_session,uses_windows_utilities,uses_windows_utilities_curl,uses_windows_utilities_to_create_scheduled_task,virus,warzonerat_files,windows_defender_powershell,wmic_command_suspicious
52bb9f927ef8b58981f8785949e2131ab47c050ad3ebbd19da010caec5c22c63,0,0,0,0,0,0,0,0,0,0.219584636,0,0.145951418,0,0,0,0,0,0,0,0,0.216323542,0,0,0,0,0.315478999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.291791112,0,0,0,0,0,0,0,0,0,0,0,0,0,0.285915793,0,0,0,0,0,0,0,0.350471273,0,0,0,0,0,0,0.153347964,0,0.23573199,0,0.151187903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.195677696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.188902275,0,0,0.176728264,0,0,0,0,0.24469763,0,0.302582223,0,0,0,0,0,0.215864798,0,0,0,0,0,0,0,0.236816864,0,0.182141317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52cdcb1cc9f243da170f6e30a49c3438b738d49d7141ff82f2876fe28086e908,0,0,0,0.563153538,0,0,0,0,0,0,0,0.134834042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.27866826,0,0,0,0,0,0,0,0,0,0.437287823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.139671655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.180772582,0,0,0.214337482,0,0,0,0,0,0,0,0,0,0,0.437287823,0,0,0,0,0,0,0,0,0,0,0,0,0.279534004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.168267293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52d3dd78d3f1a14e18d0689ed8c5b43372f9e76401ef1ff68522575e6251d2cf,0,0,0,0,0.438531182,0,0,0,0,0,0,0.146538688,0,0,0,0,0.349101936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.302858837,0,0,0,0,0,0,0,0,0,0,0,0,0,0.522335938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.153964996,0,0,0,0.151796243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.232943647,0,0,0,0,0,0,0,0,0,0,0,0,0,0.189662368,0,0,0,0.259922752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.308617292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52dd0cf2c2c46f510c4861446a731366291bd65749a79addcdecc05f30bb90f5,0,0,0,0,0,0.299880686,0,0,0,0,0,0.104037679,0,0,0,0.28977038,0,0,0,0,0,0,0,0,0.296376592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.268729463,0,0,0,0,0,0,0,0,0,0,0.267494357,0.29811076,0,0,0,0,0,0,0,0,0,0,0,0.109310115,0,0,0,0.107770371,0,0,0,0,0,0,0,0.225630698,0,0,0,0,0,0,0,0,0,0.139483765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.282169099,0.296376592,0.134654082,0.175259741,0.154858389,0.125976154,0.184536659,0,0,0,0,0,0,0,0,0,0,0.28664864,0,0,0,0,0,0,0,0,0.168808753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
b3d113dab0b7da85b949149a458567fa2dba6a1b2659e1f58d5652917469ef44,0,0,0,0,0,0,0,0,0,0,0,0.329647282,0,0,0,0,0.78532506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.524020248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57a8bfc0fbd4dfa10de20bb5810475ed8b5f94aa71411f0859cdc9b7d91d9b28,0,0,0,0,0,0.253778375,0,0,0,0,0,0.088043393,0,0,0,0.245222382,0.209747469,0,0,0,0,0,0,0,0.250812985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.181963685,0.155773096,0,0,0,0.196228631,0.224324586,0,0,0,0,0,0,0,0,0,0,0,0.226370975,0.252280549,0,0,0,0,0,0,0,0,0,0,0,0.092505268,0.180846094,0.142202416,0,0,0,0,0,0,0,0,0,0.190943247,0,0,0,0,0,0,0,0,0,0,0,0,0.139957231,0,0,0,0,0,0,0,0,0,0,0,0.238789688,0.250812985,0.113952968,0.148316095,0.131051156,0.106609146,0.156166821,0,0,0,0.147610828,0,0,0,0,0,0,0.242580564,0,0,0,0,0,0,0,0,0.142856853,0,0,0,0,0,0,0,0.270748621,0,0,0,0,0,0,0,0,0
58a98de81bf067e37ae13ff5140be15b4b156ae5adcf05671aa7023f4fde2a44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.372521119,0.318903018,0,0,0,0,0,0.465572775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.189379359,0,0,0,0,0,0,0,0,0,0,0,0.39090433,0,0,0,0,0,0,0,0,0,0.241655095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.233287687,0,0.268291573,0.21825321,0,0,0,0,0,0,0,0,0,0,0,0,0.266585458,0,0,0,0,0,0,0,0,0,0.224938141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58b525579968cba0c68e8f7ae12e51e0b5542acc2c14a2e75fa6df44556e373f,0,0,0,0,0,0,0,0,0,0.143463978,0,0.095356267,0,0,0,0,0,0,0,0,0.141333367,0,0,0,0,0.206115842,0.352024521,0,0,0,0,0,0,0.223671799,0,0,0,0,0,0,0,0,0.190639539,0,0,0,0,0,0,0,0,0,0,0,0,0,0.186800943,0,0,0,0.438458518,0.210331616,0.415824954,0,0,0,0,0,0,0,0,0.100188744,0,0,0,0.098777485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.160635212,0.141936248,0.115464088,0.169138018,0,0,0,0.159871365,0,0,0,0,0,0,0,0.14103365,0,0,0,0,0,0,0,0,0,0.119000666,0,0,0,0,0,0.293236968,0,0,0,0,0,0,0,0,0
059cbde98d16f289413cac8ac66ea5b813345f02f5e1f0ceb31623e65ff9a327,0,0,0,0,0,0,0,0,0,0,0,0.101606125,0,0,0,0,0,0,0,0,0.150596665,0,0,0,0,0,0,0,0,0,0,0,0,0.238331738,0,0,0,0,0,0,0,0,0,0,0,0.226456865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.22411721,0,0,0.243985488,0,0,0,0,0,0,0.106755334,0,0,0,0.105251577,0,0,0,0,0,0,0,0,0.55929512,0,0,0,0,0,0,0,0,0.13622377,0,0,0.161517081,0,0,0,0,0,0,0,0,0,0,0,0,0,0.131506966,0.171163595,0,0,0,0,0,0,0,0,0.210646855,0,0.341105951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.402377849,0,0,0,0,0,0,0,0,0,0,0,0
60c163c0f00a2aeeae8648898d75314b1c5e749777f227ac6c3c84656a68516e,0,0,0,0,0,0,0,0,0,0,0,0.289531699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.460250945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.350585387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.361323554,0,0,0,0,0,0,0,0,0.671472738,0,0,0,0,0,0
cccef70aff3b7d8bcc6264bc9e9ae833a9128b45421880e511171ad28a1cd4ce,0,0.254984483,0,0,0,0,0,0,0,0.133091262,0.270139503,0.088461829,0,0,0,0,0,0,0,0,0.131114698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.280153432,0,0.156513424,0.176855941,0,0,0,0,0,0,0,0,0,0,0.284578254,0.315321454,0,0.173294882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.092944909,0,0,0,0.091635686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.118601155,0,0,0.140622392,0,0,0,0.243733454,0,0,0,0,0,0,0.286895503,0,0,0.114494541,0.149020983,0.13167399,0.107115817,0.15690902,0,0,0,0.148312364,0,0.183396483,0,0,0,0,0,0,0,0,0,0,0,0,0.186304725,0,0,0.110396694,0.220490401,0,0,0,0,0,0,0,0.205157869,0,0,0,0,0,0
60e76eda46185d1d2e9463d15e31d4c87eb03535d368cc3471c55992bc99ad5f,0,0,0,0,0.502585541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.393934304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.176453999,0,0,0,0.173968466,0,0,0,0,0,0,0,0.364224657,0,0,0,0,0,0,0,0,0,0.225161855,0,0,0.266968721,0,0,0,0,0,0,0,0,0,0,0,0,0,0.217365532,0,0.249980362,0.203357176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.35369569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60f95a88f8557ededb3465a372987ccd2642ce875916b57ac2e276c44f5f4fb7,0,0,0,0,0.462145621,0,0,0,0,0.232340165,0,0.154429641,0,0,0,0,0,0,0,0.474897784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.340632421,0,0,0,0,0,0,0,0,0,0.162255847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.245487415,0,0,0,0,0,0,0,0,0,0,0,0,0,0.199875485,0.260149008,0,0,0,0,0,0,0.258911956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.325236006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62c4a1fafc66fd389428f73ef74c2e7309ebd3be53eeb934a8a447fa51ee253b,0,0,0,0,0,0,0,0,0,0.234455321,0,0.155835523,0,0,0,0,0,0,0,0,0.23097338,0,0,0,0,0.33684383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.311551755,0,0,0,0,0,0,0,0,0,0,0,0,0,0.305278548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.163732976,0,0.251696204,0,0.161426632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.208929358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.201695093,0,0,0.188696634,0,0,0,0,0.261269014,0,0.323073661,0,0,0,0,0,0.230483569,0,0,0,0,0,0,0,0.252854547,0,0.19447627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a16d035ca37dbd7ab34c856f4cdf96a9898dcebba08c5801c99f3d3100ae6b3f,0,0,0,0,0,0,0,0,0,0,0.423079174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.24512361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.456945019,0.145565735,0,0.223768869,0,0.143515295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.381723321,0,0,0,0,0,0,0.449321596,0,0,0,0,0.206221313,0.167759512,0,0,0,0,0,0,0,0,0,0,0,0,0.204909914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
062de0a9fa284c56323ccaa5cf9b4a70801234b129744e1def53b29a7a86b8cd,0,0,0,0,0,0,0,0,0,0,0,0.184319239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.297701396,0,0.190932295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.247117599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.223186725,0,0,0,0,0,0,0,0,0,0,0,0,0.272611502,0,0,0,0,0,0,0,0.299071462,0,0.230022766,0,0.575035796,0,0,0,0,0,0,0.427467336,0,0,0,0,0,0
