target_id,dataset_id,similarity_type,similarity_score
44ffe36dad598708138873097f1da36e949a8ef60f1f6402c494bb6391424c10,c2d46d256b8f9490c9599eea11ecef19fde7d4fdd2dea93604cee3cea8e172ac,cosine,0.2171111086
44ffe36dad598708138873097f1da36e949a8ef60f1f6402c494bb6391424c10,43f846c12c24a078ebe33f71e8ea3b4f75107aeb275e2c3cd9dc61617c9757fc,cosine,0.2167276246
44ffe36dad598708138873097f1da36e949a8ef60f1f6402c494bb6391424c10,35c2ee1406834ee537a4c945e4755f53272d46241402e96c77d0deb505c9e52b,cosine,0.2124708548
44ffe36dad598708138873097f1da36e949a8ef60f1f6402c494bb6391424c10,c9db4f661a86286ad47ad92dfb544b702dca8ffe1641e276b42bec4cde7ba9b4,cosine,0.2044894580
44ffe36dad598708138873097f1da36e949a8ef60f1f6402c494bb6391424c10,042271aadf2191749876fc99997d0e6bdd3b89159e7ab8cd11a9f13ae65fa6b1,cosine,0.2039099968
44ffe36dad598708138873097f1da36e949a8ef60f1f6402c494bb6391424c10,233437b647f9482a8a3ba51d0af69039bb58fb48609704a39db1f709a0e6aca6,cosine,0.2018529482
44ffe36dad598708138873097f1da36e949a8ef60f1f6402c494bb6391424c10,91c19873a6cb357be6a268bcba88946c84ddaaf58764a4b82ee08f9e1ac1e28c,cosine,0.2016685158
44ffe36dad598708138873097f1da36e949a8ef60f1f6402c494bb6391424c10,245a20192e8a60b33f64b2b7d118c9d5db7cd4a91179df7689a37e8ce7d29d20,cosine,0.2016685158
44ffe36dad598708138873097f1da36e949a8ef60f1f6402c494bb6391424c10,1c4ce65bd75a1093b173417455db9fe48fc948cd5e35ea9418018b33e0dcecf4,cosine,0.2016685158
44ffe36dad598708138873097f1da36e949a8ef60f1f6402c494bb6391424c10,6660d0e87a142ab1bde4521d9c6f5e148490b05a57c71122e28280b35452e896,cosine,0.2014984843
44ffe36dad598708138873097f1da36e949a8ef60f1f6402c494bb6391424c10,49b769536224f160b6087dc866edf6445531c6136ab76b9d5079ce622b043200,cosine,0.2012675371
44ffe36dad598708138873097f1da36e949a8ef60f1f6402c494bb6391424c10,f8063fd5aa2f72dc85880a5fd41c65a0d2d0645acf14b77af01e1246b21c9da3,cosine,0.2010789217
44ffe36dad598708138873097f1da36e949a8ef60f1f6402c494bb6391424c10,34a51dc07bde9cbe8888d913bada3b4f66240ea94e035f49c9c1e4aa087d489b,cosine,0.1991418396
44ffe36dad598708138873097f1da36e949a8ef60f1f6402c494bb6391424c10,8900cf88a91fa4fbe871385c8747c7097537f1b5f4a003418d84c01dc383dd75,cosine,0.1985520953
44ffe36dad598708138873097f1da36e949a8ef60f1f6402c494bb6391424c10,00b4eedbb85d52ce1a691501cbbf4587c49c93906611268a75ac547337c5919a,cosine,0.1924231697
44ffe36dad598708138873097f1da36e949a8ef60f1f6402c494bb6391424c10,a6371461da7439f4ef7008ed53331209747cba960b85c70a902d46451247a29c,cosine,0.1912873780
44ffe36dad598708138873097f1da36e949a8ef60f1f6402c494bb6391424c10,9bd421c6f7f7d8278036944fcad3e04db408619678acf1b2024ef69d85c3932b,cosine,0.1906313763
44ffe36dad598708138873097f1da36e949a8ef60f1f6402c494bb6391424c10,0b997e8b0d0ff6cc4e6f1919c6c0f3080eaa0d08c8fccdf50f7648bf05cca446,cosine,0.1906313763
44ffe36dad598708138873097f1da36e949a8ef60f1f6402c494bb6391424c10,8a492973b12f84f49c52216d8c29755597f0b92a02311286b1f75ef5c265c30d,cosine,0.1876524225
44ffe36dad598708138873097f1da36e949a8ef60f1f6402c494bb6391424c10,bdbfa96d17c2f06f68b3bcc84568cf445915e194f130b0dc2411805cf889b6cc,cosine,0.1852106155
44ffe36dad598708138873097f1da36e949a8ef60f1f6402c494bb6391424c10,993afa5ca786935ff44f01d5495e0583034008d30d93eaac100e6d4325dfb89d,cosine,0.1842428348
44ffe36dad598708138873097f1da36e949a8ef60f1f6402c494bb6391424c10,a07c0e1563f9d8402a8dc658421e2964425f3492cffafc718d1291c47ade6b92,cosine,0.1839284664
44ffe36dad598708138873097f1da36e949a8ef60f1f6402c494bb6391424c10,5e5b5171a95955ecb0fa8f9f1ba66f313165044cc1978a447673c0ac17859170,cosine,0.1813475583
44ffe36dad598708138873097f1da36e949a8ef60f1f6402c494bb6391424c10,6375e7e4c7cdc3f96afd991c4dfedd5cdfe4b31bf0662dccfa703c117e951f71,cosine,0.1813453864
44ffe36dad598708138873097f1da36e949a8ef60f1f6402c494bb6391424c10,366b32c15ff2b30da5cafc1407e6dc49aa4bbecffc34c438302022acd1c00b8e,cosine,0.1762698110
44ffe36dad598708138873097f1da36e949a8ef60f1f6402c494bb6391424c10,16ad6e2bd4bce6939f1b743d03707fe4cea68167a6f6dfbac9061728292697b7,cosine,0.1733234829
44ffe36dad598708138873097f1da36e949a8ef60f1f6402c494bb6391424c10,1ffd6559d21470c40dcf9236da51e5823d7ad58c93502279871c3fe7718c901c,cosine,0.1729778884
44ffe36dad598708138873097f1da36e949a8ef60f1f6402c494bb6391424c10,d7ba3b1d6fe9230a53606857508d0e79682e71fbd9200e70360700d831d8fef3,cosine,0.1689502650
44ffe36dad598708138873097f1da36e949a8ef60f1f6402c494bb6391424c10,13849c0c923bfed5ab37224d59e2d12e3e72f97dc7f539136ae09484cbe8e5e0,cosine,0.1679074833
44ffe36dad598708138873097f1da36e949a8ef60f1f6402c494bb6391424c10,9706a97ffa43a0258571def8912dc2b8bf1ee207676052ad1b9c16ca9953fc2c,cosine,0.1663780542
44ffe36dad598708138873097f1da36e949a8ef60f1f6402c494bb6391424c10,a3634cede75096cc15c97ba0d1c17253ad6d75fd705383dfe82469a5b3c5cb63,cosine,0.1653641347
44ffe36dad598708138873097f1da36e949a8ef60f1f6402c494bb6391424c10,10c53048944570e3619bd2fa4dad951b8b63634f062ba676abaefbdb70b7a463,cosine,0.1632848062
44ffe36dad598708138873097f1da36e949a8ef60f1f6402c494bb6391424c10,1602d04000a8c7221ed0d97d79f3157303e209d4640d31b8566dd52c2b09d033,cosine,0.1614066777
44ffe36dad598708138873097f1da36e949a8ef60f1f6402c494bb6391424c10,4304e038656f1705995b08e0a5b7a4ef7b020d492f14d73a365f36aeaae2cfa8,cosine,0.1596568651
44ffe36dad598708138873097f1da36e949a8ef60f1f6402c494bb6391424c10,883256088dded2fdc3a914d6e2cc68ff538a20dba921d7eab36fbc7bda213913,cosine,0.1593526076
44ffe36dad598708138873097f1da36e949a8ef60f1f6402c494bb6391424c10,2d22f914168c080b550e8145a06d00b826aaa8ae47abc1af5590084a68793af6,cosine,0.1591652236
44ffe36dad598708138873097f1da36e949a8ef60f1f6402c494bb6391424c10,c23039cf2f859e659e59ec362277321fbcdac680e6d9bc93fc03c8971333c25e,cosine,0.1588482698
44ffe36dad598708138873097f1da36e949a8ef60f1f6402c494bb6391424c10,9bdd7f965d1c67396afb0a84c78b4d12118ff377db7efdca4a1340933120f376,cosine,0.1474586221
44ffe36dad598708138873097f1da36e949a8ef60f1f6402c494bb6391424c10,041fd213326dd5c10a16caf88ff076bb98c68c052284430fba5f601023d39a14,cosine,0.1474586221
44ffe36dad598708138873097f1da36e949a8ef60f1f6402c494bb6391424c10,a5380558b5d0ead794ac3970b904c8412aaa417ffa426f18c3dc62b42e991711,cosine,0.1463554678
44ffe36dad598708138873097f1da36e949a8ef60f1f6402c494bb6391424c10,d7185dbafc108576c151ff614adee6adba42d97f8fca816d1bc5a3f156af57fc,cosine,0.1459972348
44ffe36dad598708138873097f1da36e949a8ef60f1f6402c494bb6391424c10,0b668d0ac89d5da1526be831f7b8c3f2af54c5dbc68c0c9ce886183ec518c051,cosine,0.1394208821
44ffe36dad598708138873097f1da36e949a8ef60f1f6402c494bb6391424c10,3a99f6960db39c701811edf0ec230f829ac336e829c551f8b849c997e334188a,cosine,0.1371008506
44ffe36dad598708138873097f1da36e949a8ef60f1f6402c494bb6391424c10,c79762f99daabb3053394d3b98d951a346c1aeb957606fde0040d3905aca3dfa,cosine,0.1371008506
44ffe36dad598708138873097f1da36e949a8ef60f1f6402c494bb6391424c10,2f3907711c04a9022fda6818f25989480f3be29409ad60aa6eebb418aea443df,cosine,0.1352098521
44ffe36dad598708138873097f1da36e949a8ef60f1f6402c494bb6391424c10,e4aa13a28d8809b5fbc58400d02f0c3dee7f99b884b935c68059254c992948a1,cosine,0.1339702229
44ffe36dad598708138873097f1da36e949a8ef60f1f6402c494bb6391424c10,aeeb16bba21d151520e8647a94a0c46581dc2fabc9ee2c80642dd4734f432a98,cosine,0.1321733519
44ffe36dad598708138873097f1da36e949a8ef60f1f6402c494bb6391424c10,ed01ebfbc9eb5bbea545af4d01bf5f1071661840480439c6e5babe8e080e41aa,cosine,0.1310390932
44ffe36dad598708138873097f1da36e949a8ef60f1f6402c494bb6391424c10,393242de003f1c79e502bfe5b8b073f2ce1f423d5871a2261bdeffd823f8c266,cosine,0.1306589534
44ffe36dad598708138873097f1da36e949a8ef60f1f6402c494bb6391424c10,b9dad89b3de1d7f9a4b73a5d107c74f716a6e2e89d653c48ab47108b37ad699a,cosine,0.1297989300
44ffe36dad598708138873097f1da36e949a8ef60f1f6402c494bb6391424c10,9c2b3a7c5abdcd9cfbafc27cddcdd4054cea214e15d3a1666cf407d2479a1f7e,cosine,0.1282401998
44ffe36dad598708138873097f1da36e949a8ef60f1f6402c494bb6391424c10,1761d6b84b6e51f55c366f85eae03edb19759e196103e9005fa325a1fa090f9a,cosine,0.1276530580
44ffe36dad598708138873097f1da36e949a8ef60f1f6402c494bb6391424c10,64d341ecbc52f9d78080bf23559ec1778824979dd19498ee44032ec1d5224ff6,cosine,0.1274664280
44ffe36dad598708138873097f1da36e949a8ef60f1f6402c494bb6391424c10,f9c7dd489dd56e10c4e003e38428fe06097aca743cc878c09bf2bda235c73e30,cosine,0.1207250036
44ffe36dad598708138873097f1da36e949a8ef60f1f6402c494bb6391424c10,4e2554b448424859b508433e6c4a043718343febc7894a849f446dd197b47d1e,cosine,0.1168536164
44ffe36dad598708138873097f1da36e949a8ef60f1f6402c494bb6391424c10,098aad386b0f549cefddf2001dba9f31f40d88a3618cd3a8d5589b4b0b467342,cosine,0.1163068544
44ffe36dad598708138873097f1da36e949a8ef60f1f6402c494bb6391424c10,5251a8e8d7f924572e563bf7ebe78dbcb71c94811aa39c45f548caa1ea8ab870,cosine,0.1156020943
44ffe36dad598708138873097f1da36e949a8ef60f1f6402c494bb6391424c10,f4234a501edcd30d3bc15c983692c9450383b73bdd310059405c5e3a43cc730b,cosine,0.1128073045
44ffe36dad598708138873097f1da36e949a8ef60f1f6402c494bb6391424c10,c0384c55ee30f83644024cd305a8e538ed0a3b989e2e10371de67e765f7cc0d9,cosine,0.1079495283
44ffe36dad598708138873097f1da36e949a8ef60f1f6402c494bb6391424c10,4b6ef483991fa07850e3af17809005b6bf52712ac7b50ccbe680f29dc6ff3c78,cosine,0.1068878285
44ffe36dad598708138873097f1da36e949a8ef60f1f6402c494bb6391424c10,d77378dcc42b912e514d3bd4466cdda050dda9b57799a6c97f70e8489dd8c8d0,cosine,0.1037696072
44ffe36dad598708138873097f1da36e949a8ef60f1f6402c494bb6391424c10,8c8c8bbbdf007f634a2b365447095594ab345058ff7d45e3fcf98c7135769e6a,cosine,0.1015948260
44ffe36dad598708138873097f1da36e949a8ef60f1f6402c494bb6391424c10,d71a7b1efc4a06afffd94f526ad496368a9c4489296076449c74eec2d76ee4ca,cosine,0.1010304835
44ffe36dad598708138873097f1da36e949a8ef60f1f6402c494bb6391424c10,cc7c999dcf80b0e9527b5504d3f9d78788e791258b7238a98cb299253829fbcc,cosine,0.1002375653
44ffe36dad598708138873097f1da36e949a8ef60f1f6402c494bb6391424c10,640302971508d14f5c2b2f94d742b6e1d354500bb6fc79e84fd802613a847cf6,cosine,0.0985550449
44ffe36dad598708138873097f1da36e949a8ef60f1f6402c494bb6391424c10,7af61ce420051640c50b0e73e718dd8c55dddfcb58917a3bead9d3ece2f3e929,cosine,0.0964090621
44ffe36dad598708138873097f1da36e949a8ef60f1f6402c494bb6391424c10,890fd59af3370e2ce12e0d11916d1ad4ee9b9c267c434347dbed11e9572e8645,cosine,0.0962886822
44ffe36dad598708138873097f1da36e949a8ef60f1f6402c494bb6391424c10,6c5d418831206f110eac092468ea4197e3253f3350e48b0986e130995bd46451,cosine,0.0955436712
44ffe36dad598708138873097f1da36e949a8ef60f1f6402c494bb6391424c10,93fc5c91921dfc15f8173b8488a35a74998e3096bd24eaa42cd8087713cd43e1,cosine,0.0951491251
44ffe36dad598708138873097f1da36e949a8ef60f1f6402c494bb6391424c10,0c0c9a19db1f89d94ddcd8af54fa631798e3ccc82743faae6d9818759f2dbcc1,cosine,0.0899431980
44ffe36dad598708138873097f1da36e949a8ef60f1f6402c494bb6391424c10,b5475975e30be3c1ff6c97d148def1287dc3a0341d546198df85dbb66c1b6ffa,cosine,0.0899431980
44ffe36dad598708138873097f1da36e949a8ef60f1f6402c494bb6391424c10,1e3d1dce864ea7544e10a2758f11fafacd39a0cfc7022e3493d6a25dbaffb6c3,cosine,0.0899431980
44ffe36dad598708138873097f1da36e949a8ef60f1f6402c494bb6391424c10,1c55d4144572be0ee5f5f95d9ce655549a7d0f55c74d576f649a85c323b31a63,cosine,0.0881745046
44ffe36dad598708138873097f1da36e949a8ef60f1f6402c494bb6391424c10,e1a7ddbf735d5c1cb9097d7614840c00e5c4d5107fa687c0ab2a2ec8948ef84e,cosine,0.0869675582
44ffe36dad598708138873097f1da36e949a8ef60f1f6402c494bb6391424c10,f3a23e5e9a7caefcc81cfe4ed8df93ff84d5d32c6c63cdbb09f41d84f56a4126,cosine,0.0867500513
44ffe36dad598708138873097f1da36e949a8ef60f1f6402c494bb6391424c10,ce9a0c42305d137c27b4f369996a15387ae6f0d1e391116f54e7733918083239,cosine,0.0860687500
44ffe36dad598708138873097f1da36e949a8ef60f1f6402c494bb6391424c10,9aecf5734ff36e456fd5a50650b083c1d521d36212c0a440ec6202fc00d14380,cosine,0.0845045304
44ffe36dad598708138873097f1da36e949a8ef60f1f6402c494bb6391424c10,63096f288f49b25d50f4aea52dc1fc00871b3927fa2a81fa0b0d752b261a3059,cosine,0.0833369927
44ffe36dad598708138873097f1da36e949a8ef60f1f6402c494bb6391424c10,9c183568a371d5bfd048cb80caed15756b50d8cb7f5e3e8ec6bce045c35216ed,cosine,0.0827019168
44ffe36dad598708138873097f1da36e949a8ef60f1f6402c494bb6391424c10,52cdcb1cc9f243da170f6e30a49c3438b738d49d7141ff82f2876fe28086e908,cosine,0.0804266412
44ffe36dad598708138873097f1da36e949a8ef60f1f6402c494bb6391424c10,8eb7939848c171ebb4a2203ad90741bcdc5c7e1feebdd3cd1b7ca4bd4dc307ed,cosine,0.0783106567
44ffe36dad598708138873097f1da36e949a8ef60f1f6402c494bb6391424c10,9d48a1d3ff1c1a0c5cd05d1cc0f5a3e04e9ae7ae6b2a6ee12a9608b6c7d83d47,cosine,0.0771049523
44ffe36dad598708138873097f1da36e949a8ef60f1f6402c494bb6391424c10,584453b0ac50b6c6ca75aa0698ff3593c393709ad8b18f2708c6440528e8b7a1,cosine,0.0750578225
44ffe36dad598708138873097f1da36e949a8ef60f1f6402c494bb6391424c10,752e7330e3a78a5f97d052bbaad3b72803b4f9d21fe3b90f6619422dbcfe6fac,cosine,0.0750578225
44ffe36dad598708138873097f1da36e949a8ef60f1f6402c494bb6391424c10,41e99d281f1093e49ef23383633e481b3a18afd2386f94371fb215dec16ba2a0,cosine,0.0750578225
44ffe36dad598708138873097f1da36e949a8ef60f1f6402c494bb6391424c10,cdf45f57fd8885bea02e2fcaf7b3a13c3f8185827cee1ef348a22cb36c1886c0,cosine,0.0750578225
44ffe36dad598708138873097f1da36e949a8ef60f1f6402c494bb6391424c10,2f542206688519003a19a39e51eba51d1f644489fd1e3fcb48ebbbd7062d5906,cosine,0.0749614537
44ffe36dad598708138873097f1da36e949a8ef60f1f6402c494bb6391424c10,abe871f5e7219a1448d1308f89acc883b4435574c916253a09c215809e706e1f,cosine,0.0745428822
44ffe36dad598708138873097f1da36e949a8ef60f1f6402c494bb6391424c10,45e69aa7263b1e2716d8b45f9b4d2e71ef1f245a4f756e7278c06a889f5e5d37,cosine,0.0742744814
44ffe36dad598708138873097f1da36e949a8ef60f1f6402c494bb6391424c10,dd7a018d9ee987fd7027e438b2636e802d98c2dd7aceaf2ec6db711fb08c6dab,cosine,0.0742172372
44ffe36dad598708138873097f1da36e949a8ef60f1f6402c494bb6391424c10,cccef70aff3b7d8bcc6264bc9e9ae833a9128b45421880e511171ad28a1cd4ce,cosine,0.0740981212
